protein,ideal_ligand,native_ligand,CNN_pose,CNN_VS,RMSD
4ZN7,50-27-1_min,DES_redock_4ZN7,0.9533,7.9881,inf
4ZN7,120-47-8_min,DES_redock_4ZN7,0.9529,4.9267,inf
4ZN7,140-66-9_min,DES_redock_4ZN7,0.9496,6.9114,inf
4ZN7,27L_min,DES_redock_4ZN7,0.9496,6.9114,inf
4ZN7,104-43-8_min,DES_redock_4ZN7,0.9488,7.6721,inf
4ZN7,6554-98-9_min,DES_redock_4ZN7,0.9462,6.7013,inf
4ZN7,decoy13,DES_redock_4ZN7,0.9448,7.0579,inf
4ZN7,28034-99-3_min,DES_redock_4ZN7,0.9439,6.3591,inf
4ZN7,53-19-0_min,DES_redock_4ZN7,0.9430,6.5300,inf
4ZN7,80-46-6_min,DES_redock_4ZN7,0.9389,5.6563,inf
4ZN7,599-64-4_min,DES_redock_4ZN7,0.9374,6.6319,inf
4ZN7,53-45-2_min,DES_redock_4ZN7,0.9356,6.8195,inf
4ZN7,decoy253,DES_redock_4ZN7,0.9336,6.4284,inf
4ZN7,77-40-7_min,DES_redock_4ZN7,0.9326,6.9740,inf
4ZN7,decoy61,DES_redock_4ZN7,0.9325,7.0163,inf
4ZN7,94-13-3_min,DES_redock_4ZN7,0.9309,5.2838,inf
4ZN7,123-07-9_min,DES_redock_4ZN7,0.9305,4.7507,inf
4ZN7,99-76-3_min,DES_redock_4ZN7,0.9286,4.6254,inf
4ZN7,5153-25-3_min,DES_redock_4ZN7,0.9259,6.5878,inf
4ZN7,98-54-4_min,DES_redock_4ZN7,0.9255,5.1559,inf
4ZN7,decoy431,DES_redock_4ZN7,0.9244,6.8004,inf
4ZN7,94-18-8_min,DES_redock_4ZN7,0.9242,6.3280,inf
4ZN7,decoy166,DES_redock_4ZN7,0.9237,7.4775,inf
4ZN7,decoy72,DES_redock_4ZN7,0.9234,7.5368,inf
4ZN7,decoy240,DES_redock_4ZN7,0.9224,6.1477,inf
4ZN7,decoy206,DES_redock_4ZN7,0.9209,6.0210,inf
4ZN7,28463-03-8_min,DES_redock_4ZN7,0.9196,7.3953,inf
4ZN7,decoy71,DES_redock_4ZN7,0.9191,6.7650,inf
4ZN7,99-71-8_min,DES_redock_4ZN7,0.9183,5.2061,inf
4ZN7,1806-26-4_min,DES_redock_4ZN7,0.9178,6.6963,inf
4ZN7,2OH_min,DES_redock_4ZN7,0.9174,6.6105,inf
4ZN7,80-05-7_min,DES_redock_4ZN7,0.9174,6.6105,inf
4ZN7,5976-61-4_min,DES_redock_4ZN7,0.9169,7.4652,inf
4ZN7,75938-34-0_min,DES_redock_4ZN7,0.9146,7.3821,inf
4ZN7,94-26-8_min,DES_redock_4ZN7,0.9142,5.6135,inf
4ZN7,27K_min,DES_redock_4ZN7,0.9142,5.6135,inf
4ZN7,1085-12-7_min,DES_redock_4ZN7,0.9135,6.3790,inf
4ZN7,decoy250,DES_redock_4ZN7,0.9133,6.1586,inf
4ZN7,decoy48,DES_redock_4ZN7,0.9119,6.0419,inf
4ZN7,362-05-0_min,DES_redock_4ZN7,0.9116,7.2814,inf
4ZN7,243-17-4_min,DES_redock_4ZN7,0.9105,5.7757,inf
4ZN7,13037-86-0_min,DES_redock_4ZN7,0.9095,6.4058,inf
4ZN7,1570-64-5_min,DES_redock_4ZN7,0.9091,4.4572,inf
4ZN7,5394-98-9_min,DES_redock_4ZN7,0.9085,6.1045,inf
4ZN7,decoy81,DES_redock_4ZN7,0.9067,6.5217,inf
4ZN7,decoy99,DES_redock_4ZN7,0.9050,6.6380,inf
4ZN7,571-20-0_min,DES_redock_4ZN7,0.9030,7.5339,inf
4ZN7,decoy187,DES_redock_4ZN7,0.9021,5.8822,inf
4ZN7,decoy434,DES_redock_4ZN7,0.8999,6.2031,inf
4ZN7,126-00-1_min,DES_redock_4ZN7,0.8989,6.5871,inf
4ZN7,1229-24-9_min,DES_redock_4ZN7,0.8982,7.2250,inf
4ZN7,decoy245,DES_redock_4ZN7,0.8973,7.0773,inf
4ZN7,decoy269,DES_redock_4ZN7,0.8956,6.3428,inf
4ZN7,decoy410,DES_redock_4ZN7,0.8942,5.8420,inf
4ZN7,218-01-9_min,DES_redock_4ZN7,0.8933,5.6180,inf
4ZN7,decoy34,DES_redock_4ZN7,0.8921,6.2523,inf
4ZN7,decoy397,DES_redock_4ZN7,0.8919,6.3023,inf
4ZN7,decoy274,DES_redock_4ZN7,0.8912,5.8338,inf
4ZN7,decoy363,DES_redock_4ZN7,0.8912,6.8194,inf
4ZN7,611-99-4_min,DES_redock_4ZN7,0.8911,5.7986,inf
4ZN7,59-50-7_min,DES_redock_4ZN7,0.8911,4.3059,inf
4ZN7,92-69-3_min,DES_redock_4ZN7,0.8905,5.0644,inf
4ZN7,decoy376,DES_redock_4ZN7,0.8886,6.3056,inf
4ZN7,103-16-2_min,DES_redock_4ZN7,0.8886,5.6245,inf
4ZN7,decoy6,DES_redock_4ZN7,0.8882,5.6978,inf
4ZN7,decoy155,DES_redock_4ZN7,0.8879,6.6785,inf
4ZN7,131-56-6_min,DES_redock_4ZN7,0.8875,5.3269,inf
4ZN7,decoy123,DES_redock_4ZN7,0.8835,7.0678,inf
4ZN7,94-25-7_min,DES_redock_4ZN7,0.8826,5.0814,inf
4ZN7,decoy368,DES_redock_4ZN7,0.8803,6.6174,inf
4ZN7,decoy186,DES_redock_4ZN7,0.8800,6.6208,inf
4ZN7,decoy244,DES_redock_4ZN7,0.8794,6.5422,inf
4ZN7,decoy90,DES_redock_4ZN7,0.8777,6.3377,inf
4ZN7,EE2_min,DES_redock_4ZN7,0.8767,7.2867,inf
4ZN7,57-63-6_min,DES_redock_4ZN7,0.8767,7.2867,inf
4ZN7,2050-68-2_min,DES_redock_4ZN7,0.8767,5.2000,inf
4ZN7,34816-55-2_min,DES_redock_4ZN7,0.8763,7.3901,inf
4ZN7,decoy297,DES_redock_4ZN7,0.8729,5.7781,inf
4ZN7,7773-34-4_min,DES_redock_4ZN7,0.8728,6.9088,0.6963
4ZN7,decoy330,DES_redock_4ZN7,0.8713,6.6652,inf
4ZN7,decoy417,DES_redock_4ZN7,0.8686,6.3738,inf
4ZN7,92-04-6_min,DES_redock_4ZN7,0.8680,5.2185,inf
4ZN7,2529-64-8_min,DES_redock_4ZN7,0.8668,6.4400,inf
4ZN7,27M_min,DES_redock_4ZN7,0.8653,5.3981,inf
4ZN7,80-09-1_min,DES_redock_4ZN7,0.8636,5.8312,inf
4ZN7,57-83-0_min,DES_redock_4ZN7,0.8620,7.0278,inf
4ZN7,decoy243,DES_redock_4ZN7,0.8588,6.2993,inf
4ZN7,decoy282,DES_redock_4ZN7,0.8575,6.1030,inf
4ZN7,Testosterone_min,DES_redock_4ZN7,0.8539,6.8480,inf
4ZN7,58-22-0_min,DES_redock_4ZN7,0.8539,6.8480,inf
4ZN7,decoy257,DES_redock_4ZN7,0.8538,6.4903,inf
4ZN7,521-18-6_min,DES_redock_4ZN7,0.8530,6.9696,inf
4ZN7,decoy130,DES_redock_4ZN7,0.8530,6.1397,inf
4ZN7,789-02-6_min,DES_redock_4ZN7,0.8529,6.1693,inf
4ZN7,decoy230,DES_redock_4ZN7,0.8499,5.4281,inf
4ZN7,decoy263,DES_redock_4ZN7,0.8430,5.8382,inf
4ZN7,decoy259,DES_redock_4ZN7,0.8416,5.9470,inf
4ZN7,decoy153,DES_redock_4ZN7,0.8399,5.9755,inf
4ZN7,decoy18,DES_redock_4ZN7,0.8380,3.9786,inf
4ZN7,decoy183,DES_redock_4ZN7,0.8370,6.0308,inf
4ZN7,decoy52,DES_redock_4ZN7,0.8337,5.5764,inf
4ZN7,decoy93,DES_redock_4ZN7,0.8311,5.2745,inf
4ZN7,decoy411,DES_redock_4ZN7,0.8302,5.8812,inf
4ZN7,decoy30,DES_redock_4ZN7,0.8286,5.8442,inf
4ZN7,decoy273,DES_redock_4ZN7,0.8273,6.0765,inf
4ZN7,decoy23,DES_redock_4ZN7,0.8247,5.2363,inf
4ZN7,81-90-3_min,DES_redock_4ZN7,0.8241,5.9240,inf
4ZN7,decoy331,DES_redock_4ZN7,0.8232,6.8560,inf
4ZN7,580-51-8_min,DES_redock_4ZN7,0.8231,4.8621,inf
4ZN7,decoy171,DES_redock_4ZN7,0.8208,4.8148,inf
4ZN7,decoy22,DES_redock_4ZN7,0.8193,5.1352,inf
4ZN7,decoy212,DES_redock_4ZN7,0.8190,5.7431,inf
4ZN7,15372-34-6_min,DES_redock_4ZN7,0.8160,5.9730,inf
4ZN7,decoy194,DES_redock_4ZN7,0.8150,6.0852,inf
4ZN7,decoy381,DES_redock_4ZN7,0.8145,5.6271,inf
4ZN7,decoy173,DES_redock_4ZN7,0.8141,5.9874,inf
4ZN7,58-89-9_min,DES_redock_4ZN7,0.8137,4.9519,inf
4ZN7,decoy60,DES_redock_4ZN7,0.8131,5.2193,inf
4ZN7,decoy291,DES_redock_4ZN7,0.8130,5.5806,inf
4ZN7,decoy121,DES_redock_4ZN7,0.8120,5.1855,inf
4ZN7,decoy50,DES_redock_4ZN7,0.8094,6.0103,inf
4ZN7,decoy29,DES_redock_4ZN7,0.8087,5.3890,inf
4ZN7,decoy76,DES_redock_4ZN7,0.8079,5.5549,inf
4ZN7,decoy203,DES_redock_4ZN7,0.8067,5.4288,inf
4ZN7,decoy280,DES_redock_4ZN7,0.8062,5.9437,inf
4ZN7,decoy345,DES_redock_4ZN7,0.8043,6.2259,inf
4ZN7,decoy336,DES_redock_4ZN7,0.8041,6.1327,inf
4ZN7,decoy236,DES_redock_4ZN7,0.8030,5.1965,inf
4ZN7,decoy132,DES_redock_4ZN7,0.8005,5.9747,inf
4ZN7,decoy258,DES_redock_4ZN7,0.7987,5.5400,inf
4ZN7,decoy128,DES_redock_4ZN7,0.7983,5.9177,inf
4ZN7,decoy5,DES_redock_4ZN7,0.7913,6.0697,inf
4ZN7,decoy21,DES_redock_4ZN7,0.7877,5.6833,inf
4ZN7,decoy419,DES_redock_4ZN7,0.7876,5.4233,inf
4ZN7,decoy191,DES_redock_4ZN7,0.7858,5.2547,inf
4ZN7,decoy92,DES_redock_4ZN7,0.7848,5.9637,inf
4ZN7,97-53-0_min,DES_redock_4ZN7,0.7831,4.1068,inf
4ZN7,decoy62,DES_redock_4ZN7,0.7803,4.8463,inf
4ZN7,decoy180,DES_redock_4ZN7,0.7763,5.4329,inf
4ZN7,decoy281,DES_redock_4ZN7,0.7739,5.2940,inf
4ZN7,decoy151,DES_redock_4ZN7,0.7721,5.7715,inf
4ZN7,decoy43,DES_redock_4ZN7,0.7718,5.1342,inf
4ZN7,decoy204,DES_redock_4ZN7,0.7696,5.3550,inf
4ZN7,decoy375,DES_redock_4ZN7,0.7674,6.0375,inf
4ZN7,decoy388,DES_redock_4ZN7,0.7673,4.9904,inf
4ZN7,90-43-7_min,DES_redock_4ZN7,0.7663,4.0753,inf
4ZN7,25154-52-3_min,DES_redock_4ZN7,0.7653,5.4127,inf
4ZN7,decoy41,DES_redock_4ZN7,0.7643,5.0478,inf
4ZN7,decoy268,DES_redock_4ZN7,0.7616,5.3552,inf
4ZN7,decoy361,DES_redock_4ZN7,0.7589,5.9241,inf
4ZN7,decoy208,DES_redock_4ZN7,0.7575,5.0684,inf
4ZN7,decoy27,DES_redock_4ZN7,0.7564,5.4926,inf
4ZN7,decoy82,DES_redock_4ZN7,0.7563,5.2893,inf
4ZN7,481-30-1_min,DES_redock_4ZN7,0.7559,5.8538,inf
4ZN7,decoy393,DES_redock_4ZN7,0.7555,4.9652,inf
4ZN7,Caffeine_min,DES_redock_4ZN7,0.7552,4.0611,inf
4ZN7,decoy36,DES_redock_4ZN7,0.7550,5.5100,inf
4ZN7,decoy428,DES_redock_4ZN7,0.7538,5.1760,inf
4ZN7,decoy94,DES_redock_4ZN7,0.7529,5.9027,inf
4ZN7,decoy389,DES_redock_4ZN7,0.7520,5.5336,inf
4ZN7,decoy169,DES_redock_4ZN7,0.7517,5.0679,inf
4ZN7,decoy44,DES_redock_4ZN7,0.7505,4.9714,inf
4ZN7,decoy298,DES_redock_4ZN7,0.7498,4.8319,inf
4ZN7,decoy156,DES_redock_4ZN7,0.7488,5.2669,inf
4ZN7,decoy4,DES_redock_4ZN7,0.7482,5.4152,inf
4ZN7,84-69-5_min,DES_redock_4ZN7,0.7476,3.6219,inf
4ZN7,121-33-5_min,DES_redock_4ZN7,0.7472,3.3707,inf
4ZN7,decoy221,DES_redock_4ZN7,0.7453,4.8495,inf
4ZN7,decoy239,DES_redock_4ZN7,0.7419,5.1955,inf
4ZN7,decoy101,DES_redock_4ZN7,0.7415,4.9950,inf
4ZN7,72-43-5_min,DES_redock_4ZN7,0.7407,5.3691,inf
4ZN7,decoy185,DES_redock_4ZN7,0.7403,5.2621,inf
4ZN7,72-54-8_min,DES_redock_4ZN7,0.7394,4.8121,inf
4ZN7,97-54-1_min,DES_redock_4ZN7,0.7391,3.9259,inf
4ZN7,decoy359,DES_redock_4ZN7,0.7380,4.9640,inf
4ZN7,decoy374,DES_redock_4ZN7,0.7378,4.9599,inf
4ZN7,decoy220,DES_redock_4ZN7,0.7365,5.4270,inf
4ZN7,decoy141,DES_redock_4ZN7,0.7360,4.7804,inf
4ZN7,decoy223,DES_redock_4ZN7,0.7356,5.0229,inf
4ZN7,decoy196,DES_redock_4ZN7,0.7339,5.1333,inf
4ZN7,decoy68,DES_redock_4ZN7,0.7330,4.9388,inf
4ZN7,decoy193,DES_redock_4ZN7,0.7316,5.1770,inf
4ZN7,decoy403,DES_redock_4ZN7,0.7304,5.0468,inf
4ZN7,decoy63,DES_redock_4ZN7,0.7299,4.7133,inf
4ZN7,decoy111,DES_redock_4ZN7,0.7277,4.6556,inf
4ZN7,decoy178,DES_redock_4ZN7,0.7276,5.1626,inf
4ZN7,decoy309,DES_redock_4ZN7,0.7273,5.1216,inf
4ZN7,decoy102,DES_redock_4ZN7,0.7263,5.0045,inf
4ZN7,decoy104,DES_redock_4ZN7,0.7260,5.2413,inf
4ZN7,decoy189,DES_redock_4ZN7,0.7231,5.1211,inf
4ZN7,decoy84,DES_redock_4ZN7,0.7229,5.0354,inf
4ZN7,131-57-7_min,DES_redock_4ZN7,0.7223,4.5763,inf
4ZN7,decoy216,DES_redock_4ZN7,0.7202,5.2211,inf
4ZN7,decoy15,DES_redock_4ZN7,0.7196,4.6203,inf
4ZN7,decoy195,DES_redock_4ZN7,0.7167,5.3707,inf
4ZN7,3434-79-5_min,DES_redock_4ZN7,0.7160,5.7316,inf
4ZN7,58-72-0_min,DES_redock_4ZN7,0.7148,4.7284,inf
4ZN7,decoy116,DES_redock_4ZN7,0.7133,4.9271,inf
4ZN7,decoy85,DES_redock_4ZN7,0.7123,5.2987,inf
4ZN7,77-09-8_min,DES_redock_4ZN7,0.7118,5.0711,inf
4ZN7,decoy262,DES_redock_4ZN7,0.7115,4.9398,inf
4ZN7,decoy349,DES_redock_4ZN7,0.7107,5.1300,inf
4ZN7,decoy24,DES_redock_4ZN7,0.7093,5.1707,inf
4ZN7,50-22-6_min,DES_redock_4ZN7,0.7091,5.2087,inf
4ZN7,207-13-4_min,DES_redock_4ZN7,0.7086,4.3668,inf
4ZN7,decoy318,DES_redock_4ZN7,0.7076,5.1784,inf
4ZN7,decoy261,DES_redock_4ZN7,0.7057,4.9510,inf
4ZN7,decoy184,DES_redock_4ZN7,0.7045,4.8346,inf
4ZN7,decoy279,DES_redock_4ZN7,0.7041,4.7397,inf
4ZN7,decoy168,DES_redock_4ZN7,0.7038,5.3410,inf
4ZN7,500-38-9_min,DES_redock_4ZN7,0.7032,5.4627,inf
4ZN7,decoy226,DES_redock_4ZN7,0.7029,4.8376,inf
4ZN7,decoy329,DES_redock_4ZN7,0.7024,5.6249,inf
4ZN7,decoy45,DES_redock_4ZN7,0.7018,4.7212,inf
4ZN7,decoy413,DES_redock_4ZN7,0.7011,4.3005,inf
4ZN7,decoy54,DES_redock_4ZN7,0.6963,5.1780,inf
4ZN7,115-29-7_min,DES_redock_4ZN7,0.6960,5.0240,inf
4ZN7,decoy429,DES_redock_4ZN7,0.6951,5.2934,inf
4ZN7,5108-94-1_min,DES_redock_4ZN7,0.6943,5.5503,inf
4ZN7,decoy267,DES_redock_4ZN7,0.6941,4.7004,inf
4ZN7,decoy172,DES_redock_4ZN7,0.6926,4.7385,inf
4ZN7,decoy416,DES_redock_4ZN7,0.6925,4.5273,inf
4ZN7,decoy406,DES_redock_4ZN7,0.6916,5.3575,inf
4ZN7,decoy33,DES_redock_4ZN7,0.6898,4.8391,inf
4ZN7,decoy387,DES_redock_4ZN7,0.6895,4.8187,inf
4ZN7,decoy57,DES_redock_4ZN7,0.6883,4.9832,inf
4ZN7,decoy407,DES_redock_4ZN7,0.6875,4.9799,inf
4ZN7,decoy408,DES_redock_4ZN7,0.6867,5.3316,inf
4ZN7,decoy190,DES_redock_4ZN7,0.6858,4.9002,inf
4ZN7,decoy386,DES_redock_4ZN7,0.6854,4.8954,inf
4ZN7,decoy39,DES_redock_4ZN7,0.6847,4.7581,inf
4ZN7,decoy288,DES_redock_4ZN7,0.6823,4.6624,inf
4ZN7,decoy147,DES_redock_4ZN7,0.6822,4.7663,inf
4ZN7,84-74-2_min,DES_redock_4ZN7,0.6819,3.5000,inf
4ZN7,decoy251,DES_redock_4ZN7,0.6798,4.3379,inf
4ZN7,decoy302,DES_redock_4ZN7,0.6783,4.2911,inf
4ZN7,60-57-1_min,DES_redock_4ZN7,0.6780,4.9692,inf
4ZN7,911-45-5_min,DES_redock_4ZN7,0.6757,4.9968,inf
4ZN7,decoy175,DES_redock_4ZN7,0.6728,4.5001,inf
4ZN7,decoy252,DES_redock_4ZN7,0.6719,4.4254,inf
4ZN7,decoy201,DES_redock_4ZN7,0.6716,3.6294,inf
4ZN7,decoy266,DES_redock_4ZN7,0.6704,4.8161,inf
4ZN7,decoy235,DES_redock_4ZN7,0.6703,4.8221,inf
4ZN7,50-29-3_min,DES_redock_4ZN7,0.6690,4.5724,inf
4ZN7,decoy114,DES_redock_4ZN7,0.6686,5.1115,inf
4ZN7,decoy154,DES_redock_4ZN7,0.6681,4.7593,inf
4ZN7,decoy197,DES_redock_4ZN7,0.6669,5.0838,inf
4ZN7,decoy228,DES_redock_4ZN7,0.6669,4.6520,inf
4ZN7,decoy95,DES_redock_4ZN7,0.6666,4.4997,inf
4ZN7,72-33-3_min,DES_redock_4ZN7,0.6665,5.3277,inf
4ZN7,decoy227,DES_redock_4ZN7,0.6655,4.5360,inf
4ZN7,decoy2,DES_redock_4ZN7,0.6640,4.6674,inf
4ZN7,decoy49,DES_redock_4ZN7,0.6625,4.3849,inf
4ZN7,decoy396,DES_redock_4ZN7,0.6609,4.3698,inf
4ZN7,68-23-5_min,DES_redock_4ZN7,0.6587,5.1179,inf
4ZN7,27J_min,DES_redock_4ZN7,0.6563,4.2751,inf
4ZN7,decoy28,DES_redock_4ZN7,0.6559,5.1573,inf
4ZN7,decoy422,DES_redock_4ZN7,0.6557,4.7657,inf
4ZN7,decoy415,DES_redock_4ZN7,0.6548,4.0628,inf
4ZN7,decoy87,DES_redock_4ZN7,0.6534,4.7615,inf
4ZN7,decoy260,DES_redock_4ZN7,0.6528,4.6769,inf
4ZN7,143-74-8_min,DES_redock_4ZN7,0.6506,4.4078,inf
4ZN7,decoy159,DES_redock_4ZN7,0.6506,4.9445,inf
4ZN7,decoy392,DES_redock_4ZN7,0.6498,4.5527,inf
4ZN7,decoy427,DES_redock_4ZN7,0.6483,4.5151,inf
4ZN7,decoy224,DES_redock_4ZN7,0.6476,4.5644,inf
4ZN7,decoy3,DES_redock_4ZN7,0.6469,4.1720,inf
4ZN7,decoy351,DES_redock_4ZN7,0.6465,4.3185,inf
4ZN7,36J_min,DES_redock_4ZN7,0.6440,4.3801,inf
4ZN7,decoy222,DES_redock_4ZN7,0.6438,4.4227,inf
4ZN7,decoy234,DES_redock_4ZN7,0.6438,4.7704,inf
4ZN7,decoy305,DES_redock_4ZN7,0.6419,4.8049,inf
4ZN7,decoy382,DES_redock_4ZN7,0.6412,4.7160,inf
4ZN7,decoy304,DES_redock_4ZN7,0.6409,4.2756,inf
4ZN7,571-22-2_min,DES_redock_4ZN7,0.6406,4.4588,inf
4ZN7,decoy32,DES_redock_4ZN7,0.6398,4.5558,inf
4ZN7,decoy192,DES_redock_4ZN7,0.6383,4.5788,inf
4ZN7,decoy300,DES_redock_4ZN7,0.6376,4.9183,inf
4ZN7,72-55-9_min,DES_redock_4ZN7,0.6366,4.1934,inf
4ZN7,decoy384,DES_redock_4ZN7,0.6355,4.6109,inf
4ZN7,decoy219,DES_redock_4ZN7,0.6347,4.4513,inf
4ZN7,decoy364,DES_redock_4ZN7,0.6347,4.3203,inf
4ZN7,decoy355,DES_redock_4ZN7,0.6307,4.4897,inf
4ZN7,decoy320,DES_redock_4ZN7,0.6298,4.9533,inf
4ZN7,decoy270,DES_redock_4ZN7,0.6289,4.5107,inf
4ZN7,140-10-3_min,DES_redock_4ZN7,0.6286,2.9580,inf
4ZN7,decoy404,DES_redock_4ZN7,0.6261,4.2356,inf
4ZN7,decoy249,DES_redock_4ZN7,0.6250,3.6574,inf
4ZN7,decoy420,DES_redock_4ZN7,0.6243,4.4200,inf
4ZN7,decoy9,DES_redock_4ZN7,0.6239,4.6749,inf
4ZN7,decoy209,DES_redock_4ZN7,0.6222,4.3611,inf
4ZN7,decoy207,DES_redock_4ZN7,0.6215,4.4413,inf
4ZN7,decoy105,DES_redock_4ZN7,0.6212,3.7759,inf
4ZN7,decoy109,DES_redock_4ZN7,0.6209,4.0599,inf
4ZN7,85-68-7_min,DES_redock_4ZN7,0.6196,3.3789,inf
4ZN7,decoy213,DES_redock_4ZN7,0.6173,4.4066,inf
4ZN7,decoy265,DES_redock_4ZN7,0.6171,4.5593,inf
4ZN7,decoy332,DES_redock_4ZN7,0.6166,4.5241,inf
4ZN7,Melatonin_min,DES_redock_4ZN7,0.6162,3.9142,inf
4ZN7,decoy308,DES_redock_4ZN7,0.6158,4.3158,inf
4ZN7,decoy287,DES_redock_4ZN7,0.6155,3.5763,inf
4ZN7,1852-53-5_min,DES_redock_4ZN7,0.6147,4.8752,inf
4ZN7,decoy112,DES_redock_4ZN7,0.6100,4.3002,inf
4ZN7,decoy31,DES_redock_4ZN7,0.6091,3.9416,inf
4ZN7,decoy160,DES_redock_4ZN7,0.6052,4.3707,inf
4ZN7,decoy40,DES_redock_4ZN7,0.6011,4.2759,inf
4ZN7,decoy19,DES_redock_4ZN7,0.6008,3.5648,inf
4ZN7,decoy246,DES_redock_4ZN7,0.5994,4.2328,inf
4ZN7,decoy328,DES_redock_4ZN7,0.5993,4.6732,inf
4ZN7,decoy144,DES_redock_4ZN7,0.5980,4.6621,inf
4ZN7,decoy299,DES_redock_4ZN7,0.5962,4.1825,inf
4ZN7,decoy365,DES_redock_4ZN7,0.5962,3.3187,inf
4ZN7,decoy110,DES_redock_4ZN7,0.5959,3.9629,inf
4ZN7,decoy162,DES_redock_4ZN7,0.5953,4.1673,inf
4ZN7,decoy113,DES_redock_4ZN7,0.5953,4.2301,inf
4ZN7,decoy59,DES_redock_4ZN7,0.5949,4.1593,inf
4ZN7,603-45-2_min,DES_redock_4ZN7,0.5944,4.5750,inf
4ZN7,decoy248,DES_redock_4ZN7,0.5943,3.7569,inf
4ZN7,decoy394,DES_redock_4ZN7,0.5936,3.5355,inf
4ZN7,decoy25,DES_redock_4ZN7,0.5900,4.3607,inf
4ZN7,decoy242,DES_redock_4ZN7,0.5897,3.9844,inf
4ZN7,decoy131,DES_redock_4ZN7,0.5886,3.9624,inf
4ZN7,decoy325,DES_redock_4ZN7,0.5883,4.5562,inf
4ZN7,decoy399,DES_redock_4ZN7,0.5882,3.8596,inf
4ZN7,decoy357,DES_redock_4ZN7,0.5867,4.0879,inf
4ZN7,decoy217,DES_redock_4ZN7,0.5850,3.9513,inf
4ZN7,decoy218,DES_redock_4ZN7,0.5815,4.2192,inf
4ZN7,decoy295,DES_redock_4ZN7,0.5814,3.3557,inf
4ZN7,decoy56,DES_redock_4ZN7,0.5809,3.1113,inf
4ZN7,decoy64,DES_redock_4ZN7,0.5798,3.9333,inf
4ZN7,decoy238,DES_redock_4ZN7,0.5786,4.5212,inf
4ZN7,decoy42,DES_redock_4ZN7,0.5757,3.8447,inf
4ZN7,decoy317,DES_redock_4ZN7,0.5754,4.0025,inf
4ZN7,decoy163,DES_redock_4ZN7,0.5720,4.1543,inf
4ZN7,decoy51,DES_redock_4ZN7,0.5716,4.0274,inf
4ZN7,decoy129,DES_redock_4ZN7,0.5702,3.3059,inf
4ZN7,decoy255,DES_redock_4ZN7,0.5681,3.8783,inf
4ZN7,decoy16,DES_redock_4ZN7,0.5676,4.0077,inf
4ZN7,decoy150,DES_redock_4ZN7,0.5662,4.0120,inf
4ZN7,decoy425,DES_redock_4ZN7,0.5661,3.5812,inf
4ZN7,decoy334,DES_redock_4ZN7,0.5637,4.2610,inf
4ZN7,decoy108,DES_redock_4ZN7,0.5587,3.4603,inf
4ZN7,decoy125,DES_redock_4ZN7,0.5547,3.8867,inf
4ZN7,decoy362,DES_redock_4ZN7,0.5542,3.8578,inf
4ZN7,decoy46,DES_redock_4ZN7,0.5540,3.5780,inf
4ZN7,decoy275,DES_redock_4ZN7,0.5535,3.9496,inf
4ZN7,decoy307,DES_redock_4ZN7,0.5508,4.1095,inf
4ZN7,decoy344,DES_redock_4ZN7,0.5508,3.7328,inf
4ZN7,decoy409,DES_redock_4ZN7,0.5500,4.0609,inf
4ZN7,decoy356,DES_redock_4ZN7,0.5491,3.9603,inf
4ZN7,decoy67,DES_redock_4ZN7,0.5460,3.4016,inf
4ZN7,decoy107,DES_redock_4ZN7,0.5447,4.1506,inf
4ZN7,decoy146,DES_redock_4ZN7,0.5435,3.7573,inf
4ZN7,decoy296,DES_redock_4ZN7,0.5434,4.1747,inf
4ZN7,decoy75,DES_redock_4ZN7,0.5431,3.7860,inf
4ZN7,decoy83,DES_redock_4ZN7,0.5417,3.9562,inf
4ZN7,143-50-0_min,DES_redock_4ZN7,0.5397,4.4308,inf
4ZN7,decoy241,DES_redock_4ZN7,0.5393,3.2962,inf
4ZN7,decoy326,DES_redock_4ZN7,0.5380,4.2044,inf
4ZN7,decoy231,DES_redock_4ZN7,0.5349,3.9776,inf
4ZN7,decoy38,DES_redock_4ZN7,0.5341,3.7264,inf
4ZN7,decoy405,DES_redock_4ZN7,0.5339,3.2874,inf
4ZN7,decoy292,DES_redock_4ZN7,0.5335,3.8787,inf
4ZN7,decoy277,DES_redock_4ZN7,0.5331,3.9276,inf
4ZN7,decoy77,DES_redock_4ZN7,0.5325,3.3085,inf
4ZN7,decoy120,DES_redock_4ZN7,0.5317,3.6725,inf
4ZN7,decoy8,DES_redock_4ZN7,0.5315,3.5424,inf
4ZN7,decoy136,DES_redock_4ZN7,0.5304,4.0472,inf
4ZN7,decoy12,DES_redock_4ZN7,0.5303,3.7821,inf
4ZN7,decoy158,DES_redock_4ZN7,0.5289,2.9351,inf
4ZN7,decoy14,DES_redock_4ZN7,0.5287,3.7170,inf
4ZN7,decoy414,DES_redock_4ZN7,0.5256,3.7093,inf
4ZN7,decoy138,DES_redock_4ZN7,0.5249,3.4214,inf
4ZN7,decoy202,DES_redock_4ZN7,0.5240,3.4318,inf
4ZN7,decoy322,DES_redock_4ZN7,0.5236,3.6349,inf
4ZN7,decoy200,DES_redock_4ZN7,0.5230,3.4997,inf
4ZN7,decoy165,DES_redock_4ZN7,0.5216,3.0810,inf
4ZN7,decoy283,DES_redock_4ZN7,0.5214,3.4933,inf
4ZN7,decoy142,DES_redock_4ZN7,0.5199,3.5484,inf
